302	220	13	35	535	900
39	82	78	30	121	847
901	651	89	9	664	13
87	437	99	26	621	737
795	891	8	891	242	662
140	715	24	91	712	631
312	203	62	25	601	620
443	794	35	5	712	324
146	639	14	40	19	884
294	100	23	40	422	527
273	824	97	67	486	678
51	135	98	21	192	48
849	194	80	50	566	945
553	89	24	17	624	719
597	651	44	88	364	903
335	121	26	4	641	559
516	991	34	8	478	955
274	924	35	77	35	885
369	640	28	35	164	426
103	454	8	49	63	133
664	894	88	58	16	700
243	1	74	1	426	404
450	413	77	38	510	869
987	855	30	10	692	936
951	101	57	47	437	984
868	429	59	69	882	437
215	40	67	70	890	790
357	380	10	38	2	109
386	458	44	53	866	370
132	219	14	59	524	999
787	845	13	21	474	444
192	946	45	36	803	662
933	951	57	42	695	378
527	783	76	52	688	854
749	954	48	39	390	522
187	83	12	90	15	875
958	729	96	73	170	805
667	282	59	282	973	905
113	686	21	81	619	600
898	221	94	36	892	169
338	929	76	11	498	925
974	224	22	25	76	328
104	445	84	11	67	376
367	787	53	31	927	510
74	838	15	41	64	510
262	786	60	5	850	175
465	247	32	3	59	133
428	475	475	475	7	66
391	974	35	2	424	649
972	756	50	30	323	719
536	54	22	16	79	524
37	494	97	50	633	324
532	698	95	78	427	257
714	745	9	28	996	674
167	902	84	39	737	965
742	272	66	51	671	553
136	313	83	43	310	600
451	799	90	96	436	443
281	142	54	67	753	597
166	203	8	49	595	937
42	952	79	79	79	754
519	430	30	53	159	830
852	78	22	97	345	375
488	964	94	75	717	814
552	66	55	52	658	475
918	407	70	78	513	30
389	753	64	84	772	5
740	747	93	68	373	842
781	425	70	36	110	402
803	106	51	64	919	718
841	624	36	33	533	69
159	823	63	87	559	579
945	476	85	85	85	737
76	582	77	22	594	547
337	399	73	18	564	363
480	907	73	34	838	466
583	930	66	2	731	348
106	676	52	51	298	451
705	594	14	34	170	717
616	778	56	66	791	436
216	558	34	87	853	56
914	278	81	52	860	684
920	733	71	12	239	654
674	447	12	3	120	297
954	822	94	98	965	195
456	88	23	85	53	450
495	347	6	84	833	646
731	785	65	20	20	786
172	843	7	27	300	977
171	21	17	70	690	706
860	100	33	71	918	21
214	973	45	46	451	83
125	343	91	1	852	808
584	89	84	38	916	460
399	589	29	3	991	181
344	15	15	15	249	778
613	61	49	65	527	884
741	984	56	66	98	616
582	950	30	10	352	650
213	993	92	100	969	648
768	209	86	12	560	461
172	167	2	98	67	674
258	830	22	32	37	126
171	418	5	51	845	861
444	287	31	31	859	521
758	831	19	18	201	195
834	369	52	94	496	314
358	166	5	5	5	763
162	710	40	42	153	397
609	505	56	24	382	693
498	794	65	41	588	45
241	454	24	37	363	783
644	998	47	2	920	953
537	822	20	37	963	616
542	260	38	11	134	223
771	855	32	96	149	25
262	889	23	23	23	414
105	938	29	29	925	146
637	696	76	27	206	890
379	357	39	40	93	835
557	469	13	15	524	367
750	868	80	36	17	70
82	409	96	18	681	369
384	399	46	17	689	959
414	285	52	96	189	534
639	76	23	58	304	300
975	936	77	72	533	423
328	562	80	65	52	346
57	93	61	1	995	274
454	50	3	56	988	286
370	194	54	51	403	456
69	887	11	67	898	980
657	49	29	40	554	500
224	915	53	53	53	992
660	494	77	55	715	278
720	216	90	59	942	171
546	957	75	88	833	802
58	1	24	97	652	966
1	542	25	18	256	5
553	268	35	25	857	702
45	99	4	60	499	663
720	747	38	73	504	725
615	691	39	22	526	967
507	914	28	94	531	903
71	651	41	651	651	478
825	784	91	54	286	666
274	545	37	81	390	897
959	850	34	35	203	3
30	255	60	12	341	539
270	489	57	68	368	103
327	589	68	87	147	473
281	256	73	42	82	298
592	55	93	55	733	89
61	591	89	51	627	440
545	437	38	5	70	853
323	415	54	54	54	990
725	831	64	42	869	192
582	959	8	68	93	90
57	666	56	62	362	679
408	585	64	17	678	152
911	648	12	93	944	251
775	910	62	44	92	374
866	805	13	60	911	58
231	722	47	99	624	378
801	892	41	73	57	442
7	413	28	20	614	565
286	806	806	806	791	823
304	147	7	34	190	651
425	492	94	93	851	737
998	436	46	47	886	86
174	795	22	33	593	80
167	527	39	45	320	877
586	794	5	80	456	732
800	878	9	47	903	901
210	532	54	60	434	660
901	113	9	14	840	211
190	841	96	14	258	765
330	205	66	50	427	814
889	946	24	54	264	916
713	38	2	2	2	851
354	19	57	24	199	664
898	657	1	68	67	226
148	511	90	96	849	186
739	47	31	18	394	565
945	542	60	89	234	751
368	810	83	43	961	71
673	468	33	18	926	855
11	633	40	9	31	183
207	829	83	11	753	726
92	173	4	85	122	39
982	673	27	22	703	471
705	722	30	30	30	521
278	399	55	21	969	649
115	213	17	53	571	152
193	641	57	85	894	591
569	970	97	6	296	205
436	391	18	78	320	1
229	330	41	58	983	568
723	786	18	2	307	328
337	679	16	66	522	147
791	920	34	75	118	486
811	884	21	21	21	409
51	376	93	77	480	589
10	338	8	1	211	795
969	519	11	19	193	864
447	659	24	20	686	580
598	75	39	66	678	462
408	232	71	41	553	51
994	205	58	71	824	411
125	388	13	5	675	755
551	157	27	5	38	800
202	356	35	35	35	236
623	806	4	94	593	370
480	746	37	6	762	616
598	565	99	74	379	460
421	164	76	35	372	777
507	701	86	17	330	485
834	248	37	13	680	456
859	581	23	38	322	559
767	526	41	86	786	1
713	834	51	8	629	881
383	266	91	44	181	726
842	429	20	81	235	155
469	915	32	30	218	763
1000	799	51	43	389	12
811	938	4	30	381	902
248	785	54	55	54	607
701	753	91	9	776	808
61	976	46	33	131	204
119	113	86	81	769	937
50	630	58	15	68	184
147	725	17	21	481	430
176	141	7	49	355	499
596	733	59	45	914	971
289	74	3	92	3	806
466	446	62	11	304	884
369	241	47	83	945	425
637	313	1	80	431	531
457	950	7	49	855	489
851	663	13	25	693	255
264	353	62	62	396	132
61	624	73	77	592	288
751	116	69	61	152	190
662	122	98	36	381	185
224	828	66	90	566	965
445	302	26	80	589	530
587	415	97	64	436	874
184	250	21	27	555	356
483	745	50	22	697	516
187	620	34	22	77	747
377	240	9	240	688	793
988	612	15	42	157	344
759	102	74	84	554	721
520	329	78	329	108	710
955	259	93	33	785	978
228	529	78	22	51	540
318	456	39	26	378	110
561	545	68	1	49	863
607	397	78	80	610	900
858	731	73	76	492	432
398	260	99	18	198	790
887	784	10	11	560	110
456	206	82	45	580	938
324	797	51	16	240	989
691	944	83	82	19	96
316	174	23	73	348	953
1	29	74	29	767	610
218	74	100	42	243	948
563	535	20	35	550	328
234	623	55	55	385	521
211	987	57	99	182	901
824	463	92	78	134	765
540	887	54	42	200	799
894	864	80	2	758	580
933	361	90	45	296	46
154	87	23	23	249	412
547	484	84	100	333	937
815	513	8	37	835	610
634	238	17	57	477	585
64	760	72	59	629	356
315	534	11	98	540	511
1000	303	30	99	726	174
75	203	20	34	426	5
994	397	98	39	369	984
34	825	50	1	701	405
637	637	80	18	313	271
362	269	37	83	87	723
670	196	94	94	436	729
397	161	10	32	589	665
211	994	7	44	309	574
521	318	95	76	302	282
781	201	35	43	698	83
191	297	57	95	672	916
652	724	53	75	306	394
644	246	51	98	903	198
782	494	74	3	62	155
998	786	28	63	230	799
227	54	25	33	991	117
544	804	67	96	122	473
3	194	100	98	441	525
351	34	99	30	906	845
251	879	72	61	158	62
456	295	89	59	931	980
938	939	75	92	463	7
807	888	48	77	636	943
961	599	26	6	467	280
35	884	884	74	103	810
585	990	76	58	1	481
254	763	32	26	483	315
494	830	54	67	944	882
34	520	13	75	415	638
89	612	63	97	54	277
584	269	76	6	186	167
570	622	22	22	832	72
108	958	59	19	940	621
305	441	92	66	262	33
813	140	51	4	4	326
76	605	34	96	633	857
631	47	40	83	375	49
30	291	84	25	235	691
797	313	51	12	20	378
928	351	17	23	438	201
740	523	41	60	329	730
565	895	79	37	55	746
876	252	80	80	323	338
257	500	1	11	314	861
296	118	94	16	856	760
977	317	317	65	116	996
423	848	84	100	158	870
61	650	44	14	276	160
723	587	37	36	14	810
983	372	47	25	723	922
511	712	21	3	206	414
645	641	44	85	157	583
793	415	51	40	774	673
894	845	69	66	318	297
635	187	91	91	884	696
213	499	63	68	111	335
985	686	51	90	970	619
512	633	43	5	776	277
206	975	70	40	625	503
965	228	94	2	353	501
862	662	52	49	468	429
341	653	67	8	121	975
25	810	30	35	428	608
835	936	27	62	617	974
487	918	76	22	859	753
250	61	80	80	160	675
120	587	91	99	877	879
6	613	4	15	459	327
1000	755	33	96	723	169
922	127	127	87	681	375
508	598	54	90	762	418
58	948	79	4	533	908
342	938	57	13	39	334
890	363	38	32	735	314
48	316	46	62	482	698
336	549	71	7	215	90
228	585	49	59	964	237
814	826	81	81	129	532
269	155	53	67	628	411
625	336	30	39	790	509
130	925	83	33	602	109
86	504	504	56	971	918
288	124	29	67	95	34
814	983	2	2	188	564
871	756	49	44	735	48
273	821	45	93	837	921
108	172	39	67	74	56
965	165	15	97	403	186
695	648	62	62	285	558
946	297	61	56	56	953
686	205	40	9	184	911
856	288	78	9	134	838
489	902	26	31	132	22
533	337	98	82	903	332
736	934	88	86	758	253
352	30	94	33	588	46
66	751	15	2	2	549
965	62	56	24	267	266
628	613	96	60	846	964
715	971	30	30	796	351
458	200	72	47	605	751
348	820	76	14	960	526
564	953	38	23	363	871
48	735	735	63	318	377
624	290	66	49	751	903
588	863	11	29	790	721
979	460	21	4	907	401
40	479	58	29	198	287
427	93	99	66	66	197
842	804	96	34	866	557
12	963	51	33	604	9
94	647	647	28	610	108
547	769	16	9	187	430
499	706	6	73	28	366
754	617	69	35	665	747
937	681	18	10	259	492
53	276	69	34	820	157
629	19	3	76	457	810
14	379	71	9	937	227
593	153	93	26	898	944
535	317	34	23	667	627
452	920	21	21	21	331
23	566	57	1	557	29
915	241	100	92	612	516
402	356	43	1	1	970
967	798	60	2	43	539
190	707	8	87	811	192
214	861	861	84	460	606
132	833	23	47	208	824
673	654	87	34	983	700
952	494	60	13	466	973
82	678	92	51	470	202
225	256	15	58	409	534
154	639	16	38	602	525
325	202	2	98	144	634
726	752	54	1	486	65
639	149	64	47	809	312
513	920	59	59	59	740
827	84	54	59	701	268
97	608	53	99	500	295
923	200	26	97	363	787
44	978	92	74	337	554
784	347	72	83	527	159
514	692	83	80	212	887
410	133	44	77	866	840
34	792	55	49	738	748
921	309	38	81	28	680
644	372	45	45	398	925
922	869	59	78	932	303
943	424	58	46	465	502
875	665	16	16	990	249
852	723	34	34	803	29
851	696	14	47	39	551
283	120	87	68	553	123
937	621	621	94	218	216
998	942	63	69	643	306
627	198	65	57	709	239
374	123	15	42	126	390
327	563	59	82	570	517
621	34	26	55	705	476
651	569	30	43	613	970
431	395	45	86	438	287
61	119	73	26	723	484
811	564	46	93	572	722
615	761	71	93	499	673
25	1	62	42	193	844
57	985	64	60	961	890
876	271	49	78	78	263
176	180	95	40	996	236
449	637	15	100	135	798
103	511	31	47	355	495
823	990	65	100	719	597
996	9	89	30	922	201
689	365	15	60	484	200
256	308	26	73	992	478
718	509	80	33	805	208
164	255	81	17	624	853
808	187	66	35	503	868
176	40	65	65	592	192
675	502	65	8	3	488
575	59	59	71	304	281
869	641	10	13	651	291
535	813	41	70	478	532
216	734	86	93	673	39
955	551	33	54	474	3
419	185	58	76	339	385
27	939	56	97	118	308
66	363	77	38	74	901
100	823	3	100	256	134
316	822	85	61	148	940
714	207	37	98	492	411
612	213	69	66	720	319
238	593	67	80	80	135
684	69	72	94	628	225
494	435	60	74	855	216
992	642	642	32	6	296
816	774	78	5	547	767
96	973	68	85	34	523
117	998	88	64	431	334
475	679	46	16	556	156
477	869	49	32	731	400
125	832	79	39	471	45
776	119	18	43	214	839
106	529	56	61	636	235
688	176	176	31	93	932
808	319	55	47	642	93
972	837	35	32	32	702
228	333	47	51	272	23
455	986	8	2	897	784
745	512	97	37	419	711
56	115	71	25	804	960
380	757	84	39	502	926
513	732	13	18	737	329
405	585	73	71	741	48
833	667	77	74	242	41
374	807	79	24	139	951
808	518	42	75	40	508
277	131	16	12	689	917
504	968	46	85	907	9
730	478	11	11	438	881
821	499	7	85	432	380
262	631	35	30	983	760
261	632	13	63	479	104
944	455	49	64	729	992
553	648	23	85	833	391
921	13	79	81	468	76
785	167	93	73	536	961
911	705	75	7	794	794
94	561	19	32	534	515
273	592	8	23	885	472
482	269	92	92	373	458
737	335	32	44	519	47
747	303	17	85	335	833
360	632	69	27	271	527
803	258	54	76	691	835
778	55	92	49	970	44
219	395	48	1	324	369
461	521	45	34	389	25
462	947	99	96	384	352
5	226	33	82	665	521
81	76	49	64	687	622
138	402	33	62	138	602
68	772	100	74	636	37
763	849	29	11	973	891
893	29	22	31	31	977
921	310	97	38	34	814
771	57	58	13	280	771
423	269	61	93	438	820
937	380	64	89	771	547
541	759	49	14	496	564
236	876	6	90	617	23
608	897	91	42	516	831
660	936	30	50	581	302
256	190	190	23	129	952
748	140	34	15	900	42
705	534	75	27	409	287
728	326	90	90	405	385
589	271	13	20	778	892
638	790	98	53	70	461
905	777	93	14	221	291
780	81	44	98	167	464
970	336	75	17	694	262
104	946	9	49	352	424
679	692	59	41	318	375
465	338	57	23	243	733
261	784	41	16	505	190
853	26	63	22	22	821
374	840	61	43	626	181
123	585	585	4	335	95
865	691	33	11	110	114
312	395	14	85	113	599
536	34	35	29	714	211
204	591	99	23	130	987
922	504	46	25	872	598
405	82	50	32	992	351
33	946	98	2	792	876
427	412	6	34	193	685
605	28	6	95	12	959
3	941	30	24	816	973
178	279	2	76	637	15
954	410	91	84	426	393
500	34	39	39	183	719
977	590	5	69	718	1
138	411	14	36	522	347
263	77	58	18	820	820
498	143	7	84	126	148
188	459	8	28	339	999
999	99	90	45	395	667
218	439	90	22	210	217
130	876	26	26	444	958
977	748	50	66	668	715
460	510	65	88	756	282
670	54	100	31	739	569
34	816	80	45	255	355
534	435	23	92	889	611
750	331	98	45	408	892
970	392	392	6	805	313
419	909	73	66	454	934
928	149	4	58	400	155
149	79	66	11	11	594
705	30	10	47	936	940
788	944	8	2	82	869
172	653	1	54	819	950
602	150	11	31	255	965
858	28	99	20	844	568
264	95	25	73	851	863
695	285	23	38	159	243
959	658	83	76	761	367
109	781	78	79	83	217
350	249	47	47	990	377
354	795	85	13	180	167
687	150	31	58	818	241
390	562	54	50	537	242
737	313	74	20	745	182
252	783	55	67	322	454
307	977	58	7	884	21
590	191	16	53	854	370
31	121	74	15	162	554
598	598	74	32	589	923
152	345	93	27	171	421
107	967	80	86	109	324
988	17	87	64	307	446
329	738	46	21	243	106
800	833	57	25	862	862
503	555	51	93	349	868
906	336	14	39	174	637
900	553	9	75	875	320
437	879	9	46	310	267
328	319	84	27	937	787
99	65	73	73	287	421
196	116	90	62	821	220
881	617	27	15	509	821
336	371	96	32	64	64
121	784	28	44	216	999
631	904	8	21	643	523
500	641	33	15	921	594
318	179	6	6	449	445
823	978	58	49	38	353
945	144	57	27	568	707
39	576	68	87	424	904
579	469	23	33	364	823
325	396	59	61	536	82
206	787	24	7	939	933
624	433	9	48	129	431
794	222	76	8	64	793
26	390	89	44	144	673
580	824	40	83	226	694
95	688	16	69	701	609
349	89	89	56	547	780
91	573	56	7	313	317
184	421	42	51	88	22
531	184	15	29	29	257
732	350	34	61	246	788
696	888	68	38	577	104
850	309	3	76	894	870
642	778	11	43	189	431
493	427	17	96	676	211
632	998	16	33	922	24
749	646	92	5	39	546
158	62	92	71	71	270
394	13	83	86	730	601
803	406	75	72	981	646
346	262	31	85	25	421
66	797	100	42	33	198
374	308	70	12	505	56
946	109	43	4	133	187
66	674	75	40	601	342
524	921	92	37	894	366
558	935	44	26	126	334
279	789	31	37	411	384
198	722	51	95	944	516
252	76	15	73	745	110
432	678	19	59	433	207
447	174	13	90	901	896
844	855	26	24	359	249
829	41	92	8	438	53
871	569	8	5	905	295
165	293	24	77	906	90
597	326	34	34	904	23
104	613	1	6	547	79
135	481	19	9	486	146
412	637	40	84	579	429
720	704	87	87	689	931
655	796	94	22	878	794
481	664	77	46	582	29
225	840	77	29	406	947
214	779	779	87	783	49
922	441	19	40	328	40
528	166	93	46	557	399
949	814	29	86	189	176
387	265	65	11	733	283
685	110	37	69	783	937
875	177	69	91	838	826
309	200	22	6	356	584
216	52	76	8	781	419
1	437	72	7	733	163
239	284	38	12	12	799
189	339	7	83	378	584
211	893	16	77	723	511
681	587	24	52	191	919
577	983	69	37	549	797
212	191	40	8	8	55
385	717	50	71	929	271
823	508	14	84	148	68
163	598	33	33	241	829
626	148	20	86	660	567
445	498	40	98	333	110
959	511	4	73	285	39
704	199	48	64	284	887
141	833	8	65	167	992
150	432	52	55	732	406
216	158	32	46	305	365
734	923	12	42	372	292
829	315	17	80	315	29
128	105	37	17	18	798
687	882	76	42	721	60
290	878	37	89	500	455
352	608	73	69	746	617
181	154	70	76	975	649
767	77	76	7	166	163
299	21	65	11	396	269
994	578	80	95	869	205
905	68	16	93	448	44
623	83	46	41	504	995
620	393	76	69	69	460
879	244	23	19	211	13
943	136	99	61	358	45
524	913	39	40	880	181
869	791	12	31	778	675
166	924	31	44	846	630
358	839	50	71	321	898
271	895	59	51	37	966
130	348	26	8	8	635
275	592	86	47	479	272
370	489	34	18	59	875
902	650	83	45	184	557
925	856	856	12	657	567
876	789	22	44	400	136
798	198	5	17	976	410
254	484	2	57	8	788
347	961	92	90	889	745
274	854	66	59	188	554
973	8	64	24	506	61
83	80	86	96	908	582
266	188	35	74	476	804
393	489	100	91	197	570
677	691	6	16	75	775
739	303	56	62	155	585
467	582	11	5	550	337
683	566	72	24	774	137
192	107	17	3	836	892
449	514	94	94	140	515
417	870	93	58	317	514
644	501	10	23	799	665
180	18	30	50	960	191
396	566	30	30	52	778
184	530	35	55	138	896
319	635	34	62	411	867
943	479	50	4	266	941
148	93	98	21	858	447
631	845	21	36	881	443
744	710	2	54	80	407
742	703	93	13	448	448
633	184	71	84	803	133
804	421	54	59	902	56
381	87	12	15	700	932
989	995	23	15	457	416
618	976	10	54	54	121
56	980	17	19	433	831
915	644	16	59	59	503
604	217	90	40	163	775
154	306	88	34	653	338
743	657	91	10	523	470
103	816	80	64	179	403
877	360	7	1	9	5
221	803	14	22	279	482
327	690	34	44	941	437
242	689	44	98	148	784
524	924	71	25	331	468
822	224	41	23	679	868
317	15	73	44	424	453
478	375	8	39	39	602
245	210	8	69	424	402
588	658	30	5	179	514
805	139	48	64	172	370
587	816	47	100	169	115
40	784	34	81	792	797
168	781	92	8	419	91
35	1000	85	57	75	513
157	976	46	41	283	439
69	343	48	26	363	359
844	922	60	20	844	541
291	308	77	88	735	584
558	188	4	80	468	409
177	971	37	90	201	514
13	372	90	97	803	349
471	579	37	64	175	791
463	245	22	16	882	35
103	563	93	6	73	98
212	580	41	54	63	14
872	633	1	8	235	307
877	626	33	35	35	639
531	627	26	95	469	705
872	36	6	24	718	17
476	932	14	4	400	815
353	634	21	35	862	34
730	809	98	12	220	92
42	722	50	85	994	80
225	8	95	4	151	386
500	4	16	56	572	868
25	222	87	27	938	938
224	626	14	37	202	885
143	855	42	6	53	426
292	898	98	24	423	859
738	346	35	76	76	936
193	816	99	39	132	19
687	712	19	79	666	491
616	284	25	52	910	871
778	22	47	14	59	392
827	77	27	6	584	228
111	775	94	94	51	106
353	978	93	95	860	851
540	526	31	90	935	810
69	591	6	70	343	282
495	689	28	95	635	417
82	708	16	70	928	644
528	841	841	1	357	596
335	703	64	19	699	482
534	899	48	63	86	396
54	839	50	10	500	316
365	856	78	9	633	146
263	384	2	25	744	919
364	267	70	60	905	260
574	343	50	78	135	356
1000	84	55	76	90	606
382	858	61	54	198	371
499	71	78	65	460	159
918	692	10	90	876	330
33	528	30	30	619	790
410	374	52	99	693	172
927	378	85	34	226	309
314	949	36	31	435	26
120	549	68	26	553	751
386	240	1	95	32	491
229	512	97	52	543	308
960	649	42	59	67	514
913	955	96	14	730	720
132	670	34	77	528	599
745	899	67	90	852	447
684	299	36	100	449	320
616	470	85	97	97	652
33	760	28	27	241	951
519	806	8	79	197	680
516	916	20	51	720	727
377	546	46	60	817	903
727	324	99	61	894	354
530	181	98	47	854	970
626	138	85	41	69	192
416	891	93	22	934	357
394	806	20	47	361	729
21	751	26	69	374	348
302	94	17	67	413	613
649	256	72	90	938	257
745	15	29	66	395	281
830	805	8	68	910	749
347	563	68	91	91	916
372	927	86	72	330	868
125	303	13	34	371	555
850	369	6	84	947	761
256	383	66	1	864	224
952	521	66	35	724	721
411	324	45	28	988	523
995	192	192	24	988	48
337	548	5	24	783	530
588	750	24	57	96	259
62	504	1	45	637	7
718	406	28	93	348	35
772	103	51	34	654	461
383	212	100	63	180	630
291	487	487	93	261	15
3	296	51	37	691	951
196	350	44	96	663	187
819	628	8	8	205	635
7	538	85	88	903	109
945	157	100	9	722	654
377	678	25	49	992	941
262	534	65	57	22	384
985	36	22	65	751	683
907	56	80	10	682	780
322	796	18	18	853	294
937	811	46	54	565	229
201	14	74	13	174	399
952	988	62	17	246	420
933	608	94	90	917	911
424	138	43	94	932	772
441	465	43	89	673	785
915	365	33	48	47	992
199	872	5	86	112	229
173	594	21	87	143	205
946	704	23	44	520	152
762	781	75	94	79	183
965	994	52	64	206	592
534	599	41	49	49	914
156	280	3	71	986	908
219	317	95	40	682	280
801	828	86	77	743	158
222	280	84	55	989	157
777	763	28	1	395	526
118	795	4	50	698	256
347	12	50	1	758	553
320	860	90	50	477	529
774	968	70	14	478	424
169	439	38	99	75	575
802	475	8	8	697	182
953	929	48	93	723	346
648	488	28	8	933	722
807	528	8	8	383	618
176	649	29	16	627	963
592	152	43	7	794	503
77	77	76	53	879	712
843	772	92	37	621	719
951	327	44	41	801	98
227	507	12	65	649	102
84	984	100	52	705	723
569	965	48	26	881	476
436	722	77	15	981	618
363	255	44	28	28	396
220	977	35	52	800	458
526	650	52	25	34	537
563	981	68	44	507	998
255	334	87	17	48	500
441	540	92	89	812	777
544	438	78	79	347	199
709	824	6	70	400	105
282	747	55	44	867	583
469	225	24	93	954	461
112	621	59	68	649	243
899	489	23	23	541	910
768	864	75	68	21	597
78	873	23	62	183	85
594	793	81	98	595	913
864	832	69	51	912	904
156	421	421	96	514	892
413	706	50	17	828	839
815	685	45	24	738	578
230	901	6	92	155	706
498	424	21	6	6	408
645	135	86	56	799	299
749	967	64	24	627	275
174	304	73	94	454	189
780	829	62	54	773	33
804	409	49	87	916	913
833	587	29	66	875	257
844	603	44	36	560	867
446	623	98	16	98	84
619	464	25	23	23	420
35	471	3	56	430	615
290	104	31	87	803	975
355	449	52	97	759	786
390	816	816	24	824	769
724	313	59	16	145	369
929	102	84	9	643	579
934	734	72	84	801	343
695	371	76	65	465	164
767	473	37	39	216	329
251	694	7	31	606	187
845	671	23	55	21	619
60	155	16	43	43	598
177	211	60	59	218	287
810	147	65	64	849	626
279	262	28	20	820	921
323	151	79	35	482	249
664	548	15	36	36	285
609	309	41	97	277	43
673	351	47	14	855	563
324	63	85	51	227	558
3	272	42	41	639	187
603	313	6	62	706	679
701	822	40	2	731	309
849	463	60	59	816	2
782	815	40	34	126	118
131	930	17	19	893	17
611	990	32	75	276	420
443	646	25	36	980	515
664	818	6	29	29	184
158	420	60	32	504	220
938	713	21	3	881	686
800	286	45	91	855	95
292	868	48	68	813	130
486	297	29	17	688	130
829	774	25	74	986	854
669	646	22	41	750	26
578	976	7	37	95	287
669	295	60	52	52	52
574	782	79	19	623	315
130	135	56	49	620	493
700	153	90	50	144	42
143	945	13	35	230	918
315	84	46	40	156	545
402	248	47	18	741	101
308	999	50	96	996	280
827	65	54	8	105	23
68	778	45	31	801	663
917	335	20	83	587	419
118	113	89	40	692	491
428	186	77	77	960	403
576	747	74	48	892	327
223	322	22	97	685	438
875	766	87	20	939	138
334	619	36	44	953	626
811	208	83	71	424	35
832	711	6	96	601	448
387	307	94	13	13	318
686	383	44	51	668	474
14	702	26	59	252	478
940	969	77	56	474	980
122	503	51	76	885	175
44	635	6	34	579	983
832	550	66	7	223	956
344	191	71	96	583	1
464	675	22	98	606	606
796	721	13	97	37	812
149	433	433	82	644	754
12	835	74	68	645	243
358	536	10	23	23	171
