13	6	68	21	60	29	48	3	82	99
43	54	66	2	19	79	69	42	54	1
23	87	59	88	73	55	12	17	14	73
64	58	14	29	74	36	47	84	85	71
80	71	45	25	48	79	14	83	67	28
7	57	30	82	56	71	99	36	59	24
95	37	77	82	16	42	34	64	95	50
41	46	26	1	3	46	17	81	88	38
65	65	25	95	78	53	78	28	37	47
65	37	36	97	28	38	32	59	76	6
60	11	37	57	74	66	65	45	10	86
75	58	99	42	4	23	91	74	94	45
67	24	98	13	44	90	45	9	51	79
13	63	47	77	95	84	11	46	64	67
34	95	77	91	54	3	1	61	5	49
90	45	49	77	49	70	4	21	3	89
48	53	95	57	97	99	55	92	97	65
61	84	37	17	35	13	82	82	96	21
6	42	42	82	24	19	6	89	36	24
33	46	82	46	48	11	10	10	56	85
58	55	83	27	19	13	62	21	92	81
52	1	24	53	32	28	76	60	22	64
91	62	65	71	24	99	97	34	98	4
25	6	63	24	33	39	16	12	17	75
36	56	36	74	5	90	97	94	78	42
9	41	56	42	17	78	68	66	84	12
86	97	17	10	80	36	75	63	75	8
2	30	38	9	67	100	13	40	41	100
83	50	32	88	79	11	48	34	18	44
55	38	46	14	12	69	63	68	61	22
64	75	99	65	50	61	1	7	24	6
26	66	97	46	96	14	10	93	64	88
94	38	96	84	81	34	32	54	55	22
7	81	37	4	17	50	58	6	20	22
93	68	27	39	80	64	79	43	26	36
61	42	59	4	55	29	91	79	55	6
68	80	45	81	39	65	41	83	78	90
33	81	67	39	20	6	27	94	46	51
60	99	96	59	50	24	99	17	32	79
28	58	91	47	67	53	50	90	87	72
74	82	18	15	80	73	80	22	19	24
26	84	7	87	20	4	94	54	56	19
82	85	60	70	97	99	67	93	55	86
100	94	52	66	6	96	82	85	68	7
23	29	22	40	53	89	15	37	83	95
68	15	93	5	13	16	90	84	64	75
36	5	52	29	80	53	5	71	94	19
24	8	3	75	59	44	49	35	21	98
70	80	70	12	69	83	76	25	85	96
36	83	81	61	92	46	34	28	17	56
32	61	56	46	48	70	83	57	5	12
36	36	73	51	2	52	83	50	55	95
61	2	7	48	32	61	20	24	88	42
51	24	54	64	16	4	75	81	12	55
2	17	70	44	21	76	56	16	74	22
100	16	38	35	43	29	42	19	3	15
16	17	5	26	77	99	57	89	80	56
33	91	91	25	93	66	42	28	69	22
49	53	27	40	89	16	96	12	54	70
13	12	36	34	59	79	67	61	53	77
9	29	59	66	10	44	63	17	4	27
22	8	3	15	94	60	97	32	4	31
26	67	12	93	71	7	52	63	56	87
97	19	86	65	52	49	42	79	80	42
49	37	87	92	1	48	95	45	42	85
52	81	45	1	54	50	60	81	90	68
89	98	77	94	99	29	42	64	87	83
5	5	69	60	65	57	44	76	40	88
34	88	2	29	52	5	73	63	73	46
33	77	78	23	54	52	47	1	53	18
95	35	8	31	45	84	94	88	82	67
1	13	40	93	64	82	10	48	17	82
60	36	43	23	86	30	76	78	55	27
22	20	60	74	43	2	60	72	94	36
71	25	34	84	36	28	88	89	40	80
9	72	96	12	79	66	8	54	13	86
25	33	77	74	92	8	16	26	74	20
85	72	100	11	1	78	76	73	59	9
11	44	89	11	49	52	75	76	55	22
87	89	41	26	22	38	13	22	21	52
25	2	48	78	46	25	78	23	61	43
44	5	28	69	30	94	54	41	93	19
31	37	57	64	59	68	86	78	38	3
66	78	60	53	19	32	49	51	10	29
49	37	65	21	60	10	26	77	69	91
32	36	66	95	77	46	80	10	96	96
17	97	57	9	38	72	55	61	4	95
95	91	34	92	24	63	54	73	62	63
43	61	49	84	1	64	21	4	37	34
23	99	25	23	2	18	12	57	83	61
79	91	46	90	7	57	23	9	22	45
54	49	15	23	78	42	95	33	8	56
64	36	73	95	47	82	79	61	55	4
12	56	97	17	72	24	33	7	96	84
78	19	63	25	1	93	5	56	57	33
78	52	10	78	74	86	90	32	11	55
30	26	85	40	81	31	60	40	84	30
34	48	50	39	95	37	59	64	73	53
13	18	62	43	88	63	19	79	94	80
43	83	83	45	28	6	63	74	24	49
88	16	10	97	57	82	85	21	69	6
76	51	92	11	49	8	50	20	50	43
70	93	88	11	66	41	53	28	99	69
47	93	20	55	52	55	4	95	29	75
56	38	93	44	56	7	41	66	49	71
43	66	54	74	29	10	31	9	11	65
55	16	46	36	71	83	70	90	37	45
66	34	26	79	3	76	77	93	93	77
61	60	1	61	90	51	96	33	15	91
21	78	68	33	6	4	70	24	61	34
8	28	43	80	6	26	49	98	35	1
60	78	39	27	84	72	76	56	76	45
84	89	19	73	71	42	30	18	71	6
80	82	44	69	32	42	86	61	69	70
83	75	48	97	84	75	100	40	57	96
96	85	52	100	25	6	63	61	77	70
90	30	76	89	39	39	40	49	16	8
6	35	15	11	27	93	87	43	4	90
81	96	97	52	85	89	8	13	30	62
15	73	86	87	7	31	97	64	36	57
37	7	84	55	89	24	45	67	95	57
39	90	51	84	68	66	66	65	16	50
65	95	32	41	58	47	44	89	83	74
75	71	9	63	99	44	72	1	9	43
8	55	57	84	16	58	39	81	90	31
17	25	66	93	27	33	92	44	40	55
23	16	72	96	32	9	59	14	76	68
79	82	23	36	58	54	67	99	5	23
77	91	7	31	17	63	100	14	17	62
66	37	4	55	51	11	38	81	61	31
14	96	2	1	6	23	25	48	14	97
53	56	14	25	51	9	59	52	30	90
70	70	23	44	95	68	73	63	90	35
6	17	97	98	35	6	82	87	24	15
77	68	62	21	48	35	73	19	27	27
70	55	32	3	35	20	80	72	39	3
20	4	72	58	56	28	72	8	87	26
37	4	49	47	18	85	61	36	61	3
68	66	82	1	2	95	8	66	97	18
76	17	63	40	83	97	30	7	77	4
29	95	44	61	43	18	97	70	90	24
58	41	52	37	59	81	7	47	16	11
93	46	9	95	6	37	31	18	68	29
69	93	71	20	47	100	89	44	4	12
23	27	30	18	45	32	88	74	4	20
78	78	65	69	28	37	27	28	46	83
21	88	54	67	33	71	43	47	98	40
5	83	5	57	25	70	49	92	49	62
48	3	76	57	21	12	49	50	38	30
52	71	20	7	81	40	61	76	8	70
78	39	22	86	80	63	33	94	82	67
92	8	83	60	2	93	65	81	89	22
30	29	68	10	40	19	62	58	47	26
26	17	26	16	59	15	22	71	16	23
46	38	87	62	56	17	27	95	83	90
57	6	68	95	64	65	45	90	62	80
15	70	50	25	6	83	35	82	72	58
53	82	75	99	24	99	1	13	39	100
58	66	37	73	36	96	54	88	35	88
2	96	65	17	27	91	31	97	45	42
9	18	46	35	35	79	64	4	81	34
90	100	64	18	34	60	32	3	25	47
56	29	38	70	52	52	25	28	98	41
27	29	61	83	92	95	85	5	10	68
88	98	36	97	35	95	76	30	51	80
50	47	81	32	82	61	14	44	93	94
83	5	79	97	9	68	77	48	31	77
20	29	14	27	75	68	3	72	39	55
76	46	49	32	37	54	89	96	23	88
55	23	33	85	89	12	49	88	82	60
87	61	78	1	3	86	19	13	61	37
39	46	33	71	91	3	30	36	14	90
85	11	96	45	26	1	68	26	52	35
51	7	35	22	34	92	66	60	65	58
88	93	3	35	92	3	25	46	23	82
37	30	19	48	59	93	39	34	43	61
62	18	78	26	68	13	49	43	19	52
70	38	100	28	8	20	62	13	7	21
91	1	94	24	31	2	9	78	58	17
19	26	86	27	41	64	72	42	47	29
62	17	89	25	26	90	80	98	5	27
17	55	9	92	37	42	1	41	94	80
17	98	4	45	45	42	37	10	24	68
29	32	28	75	36	99	15	91	32	45
30	94	43	40	52	36	42	54	10	15
99	7	70	5	29	29	19	6	93	42
60	61	35	33	72	69	11	91	19	66
6	58	53	40	13	11	8	45	42	86
31	88	43	68	46	99	32	33	98	64
44	53	81	71	55	31	67	28	14	79
66	61	87	11	6	81	12	8	6	38
9	35	40	2	31	33	92	57	3	58
79	91	73	41	82	70	53	37	47	84
31	99	23	33	55	11	61	38	6	48
95	49	43	6	23	45	34	17	27	25
75	34	17	93	24	21	43	54	48	6
94	12	41	21	91	89	17	83	8	49
45	19	78	56	54	77	74	76	93	14
17	14	75	40	15	92	53	63	19	56
19	59	16	10	45	90	6	49	1	32
63	72	7	91	36	84	4	5	54	93
7	18	69	20	54	81	86	82	1	34
58	59	63	60	64	96	68	19	66	3
35	46	53	91	8	19	34	99	40	88
62	12	78	27	1	3	98	25	63	2
17	6	77	69	79	15	58	43	66	64
79	31	12	89	18	74	100	69	92	75
43	5	54	95	42	21	71	80	2	72
89	24	90	47	1	95	22	4	26	60
45	2	67	9	81	19	43	97	85	7
34	15	77	5	6	24	95	25	89	20
68	7	79	32	43	32	22	20	14	56
67	94	19	49	74	40	96	37	5	77
77	38	50	13	34	42	91	19	34	8
67	74	32	53	29	68	1	80	59	97
28	75	63	87	27	77	29	6	64	47
48	79	5	43	72	76	86	11	83	53
32	19	7	69	84	28	74	35	54	51
50	48	70	39	12	26	62	52	15	53
92	90	81	34	39	40	100	55	34	26
96	7	47	15	60	82	91	70	77	88
14	5	85	100	88	6	27	95	43	2
24	83	29	10	50	95	48	32	97	71
47	74	92	92	36	71	29	19	5	87
24	38	80	36	80	10	79	68	79	74
88	21	55	91	23	23	31	4	1	97
84	83	55	18	31	62	75	11	43	71
70	68	93	34	23	91	74	61	19	40
12	68	63	61	96	46	60	55	8	53
28	88	7	67	40	60	5	49	1	74
75	31	20	94	23	99	20	3	97	75
74	98	82	25	36	30	72	81	40	31
87	35	11	54	16	74	35	96	39	94
93	27	81	12	79	1	33	65	38	27
97	48	1	80	12	92	8	83	97	11
89	86	31	56	15	34	77	75	82	75
49	26	24	59	27	67	41	41	46	32
98	44	52	44	88	80	5	73	82	65
79	38	75	50	41	59	46	41	56	59
56	51	74	32	7	87	33	41	61	73
81	83	5	56	81	43	48	46	89	27
16	44	81	12	97	86	72	74	17	48
52	84	72	61	68	27	52	14	64	64
80	81	70	57	71	1	43	71	24	23
13	10	93	91	31	68	79	64	64	28
21	5	47	13	78	93	2	82	26	61
35	25	80	73	55	11	58	76	98	51
60	18	73	55	84	12	33	87	64	85
40	61	95	71	94	60	52	78	95	18
64	53	69	3	48	6	84	20	64	70
2	97	25	84	24	45	83	25	11	84
4	98	13	82	83	17	43	43	80	19
52	46	30	3	78	51	27	49	37	38
69	31	71	84	8	75	67	66	43	38
69	77	56	64	15	70	43	5	100	39
69	2	7	30	49	84	24	87	43	14
5	69	37	5	11	2	27	22	34	21
44	82	24	44	14	33	57	69	38	75
76	14	91	88	43	57	71	92	57	53
86	90	51	75	76	38	43	60	15	44
29	88	92	8	68	59	5	9	82	91
70	91	8	22	81	90	61	87	45	16
88	2	54	89	18	58	1	65	36	98
88	21	4	62	100	14	37	98	84	64
33	39	89	100	55	15	91	19	73	71
28	100	45	89	55	4	62	48	62	51
12	73	2	9	68	21	77	56	43	14
85	87	14	97	6	68	21	89	85	38
10	89	59	19	78	65	21	88	48	73
64	47	16	15	10	80	40	97	15	41
53	63	2	86	34	68	30	12	10	22
97	42	96	22	18	57	39	75	7	88
77	2	20	15	47	60	33	19	78	13
60	21	42	6	46	33	30	99	85	88
26	48	48	12	86	65	91	44	96	21
79	16	65	20	79	64	13	43	64	54
83	32	16	35	11	10	90	32	63	93
80	68	50	8	98	29	62	22	42	24
45	48	91	48	96	42	36	19	97	90
48	15	31	99	73	47	18	42	31	8
58	87	89	31	78	51	78	51	85	60
92	44	11	84	70	21	67	43	87	93
18	78	91	64	66	35	42	6	48	42
98	6	99	85	25	49	80	100	19	7
48	64	7	24	74	99	41	36	25	61
92	43	76	44	26	62	52	17	63	88
19	99	66	87	41	34	89	39	93	23
89	66	14	74	48	5	28	54	67	15
54	4	64	57	79	39	6	100	65	32
24	40	8	70	79	16	43	47	48	6
35	88	85	55	94	44	55	95	49	20
61	86	61	23	66	44	36	61	68	72
61	56	98	5	73	3	22	70	96	79
93	25	34	29	65	69	42	97	94	85
71	81	75	51	59	54	44	20	95	12
8	53	85	27	31	8	55	15	88	59
16	81	25	36	67	84	89	24	45	14
8	16	3	86	57	59	49	44	41	10
8	19	75	20	37	6	31	80	47	61
60	19	40	15	1	33	99	69	55	8
95	42	41	11	82	72	95	59	48	87
68	11	48	5	54	92	42	57	75	24
34	8	29	18	43	59	12	10	94	43
96	93	18	51	88	5	28	39	38	56
73	10	8	96	75	76	80	90	51	79
91	30	70	58	79	14	58	64	96	42
100	90	53	57	58	62	64	62	19	36
18	6	11	80	21	72	61	49	47	98
69	61	4	50	39	1	46	27	51	66
66	60	72	52	33	5	60	9	36	51
7	92	91	77	46	15	88	89	29	57
92	77	32	48	27	87	59	72	100	26
72	100	2	36	48	46	37	46	45	74
85	76	3	96	85	15	88	56	32	76
88	98	22	53	42	48	46	73	38	40
96	13	62	96	94	7	87	28	10	88
1	96	23	23	94	59	95	95	73	13
21	2	63	8	70	48	47	56	94	44
76	51	90	72	24	9	45	61	26	100
82	98	40	44	71	57	92	9	43	85
81	92	71	11	18	81	50	44	80	22
96	54	88	72	23	46	55	82	3	30
66	51	67	67	57	32	58	23	73	21
5	87	21	36	91	82	63	100	45	30
61	92	82	66	97	53	35	18	97	34
92	63	22	10	46	68	86	85	58	8
15	21	73	68	54	50	21	9	25	3
28	69	8	83	23	33	53	67	69	98
7	1	21	44	65	9	86	59	49	89
51	22	99	7	73	16	39	78	47	12
4	31	14	68	71	63	74	50	2	81
88	24	13	7	57	77	44	75	50	82
38	26	66	74	78	27	13	35	62	91
14	93	77	62	42	19	85	6	41	78
23	29	92	69	26	92	72	55	59	79
21	9	42	85	93	43	45	66	20	72
10	12	6	92	49	33	62	2	42	12
68	4	67	64	22	77	60	60	68	75
67	39	1	19	19	65	10	100	36	84
40	5	40	29	28	67	72	43	89	20
82	83	50	89	100	24	46	73	77	74
15	81	84	46	42	32	99	86	22	6
19	68	13	56	9	36	16	66	24	92
48	49	2	90	1	68	65	93	22	80
49	19	57	41	35	25	68	12	46	99
47	27	95	55	57	51	39	52	42	31
78	77	91	27	64	7	83	70	96	15
79	95	65	89	32	3	88	8	57	87
28	82	53	51	67	67	45	63	84	10
100	75	89	10	42	76	93	3	76	32
60	33	11	62	62	46	70	63	67	47
85	50	25	37	40	77	8	84	35	9
35	72	6	24	34	32	47	92	94	15
28	70	15	100	92	32	40	58	6	88
51	16	82	8	11	75	66	40	73	11
94	76	43	2	65	79	44	46	69	57
16	21	19	80	20	5	3	5	6	11
52	55	41	47	84	61	24	74	37	72
59	75	24	20	26	67	98	95	17	59
51	76	17	12	2	28	99	29	64	14
18	26	55	55	87	90	69	41	18	100
83	37	97	75	99	96	86	80	22	12
80	8	6	92	70	47	20	100	95	19
19	57	46	57	78	5	8	22	91	38
75	94	64	77	87	50	53	68	79	54
14	2	15	52	100	72	88	10	12	13
10	20	96	59	66	55	38	3	82	59
83	50	85	28	85	27	27	70	51	78
15	48	95	2	49	22	21	96	14	94
38	25	17	86	93	99	86	33	19	1
78	7	53	3	32	88	70	62	8	23
48	21	19	30	21	24	50	74	55	61
24	61	73	72	53	42	26	19	99	24
14	62	98	42	23	62	56	21	99	92
9	24	87	82	52	12	81	69	63	18
35	27	40	6	27	58	64	71	35	36
29	83	45	79	13	73	30	59	31	1
54	19	29	79	78	7	41	79	41	48
21	22	8	62	57	16	100	87	67	90
4	54	7	38	10	29	84	89	97	72
54	2	17	63	10	63	57	29	35	9
96	49	97	33	63	7	1	93	63	34
88	49	60	25	67	40	48	57	42	57
45	87	14	13	68	28	90	23	34	75
89	46	13	94	16	51	10	36	71	38
18	27	77	61	36	48	76	80	83	88
38	17	46	48	43	30	3	27	8	50
21	66	34	24	87	56	73	54	88	47
6	53	27	58	65	40	57	1	75	55
7	46	15	58	89	3	24	49	18	51
20	10	95	83	97	74	69	24	96	17
90	86	100	49	26	92	6	14	33	68
7	57	60	7	44	78	66	88	76	63
17	92	45	64	67	85	49	3	58	44
76	89	78	35	33	92	44	13	62	48
55	6	100	30	97	4	8	98	20	35
85	54	80	7	43	35	22	64	65	37
8	74	97	37	44	35	13	80	29	84
98	93	48	41	26	84	18	38	33	72
38	48	77	17	88	1	43	100	30	76
86	44	76	35	55	41	80	14	56	16
42	33	5	73	33	88	53	68	34	100
50	60	42	6	65	27	47	40	7	95
86	17	3	43	46	42	68	48	10	44
49	31	100	27	5	83	17	91	93	95
43	23	45	74	21	21	97	97	35	61
4	22	46	100	54	76	95	53	45	55
53	87	48	83	60	94	65	56	4	81
20	51	99	37	59	11	34	70	18	88
88	67	24	33	54	9	33	95	80	29
41	24	23	21	81	61	78	35	66	80
48	18	92	24	38	40	70	51	35	66
55	87	72	12	61	90	21	91	43	41
32	72	67	13	9	13	21	94	6	8
50	36	65	10	82	11	3	47	31	89
90	85	75	50	10	66	64	52	17	65
1	53	56	96	78	76	64	36	30	92
34	43	23	88	46	58	53	71	52	18
51	43	19	93	84	76	37	37	59	82
42	40	13	82	39	5	66	10	59	86
67	29	7	79	74	34	81	46	80	62
42	1	13	3	51	50	54	27	10	7
89	46	41	19	65	15	85	73	50	4
78	63	66	39	19	6	56	66	3	84
36	31	90	77	87	43	10	89	28	62
79	84	95	3	46	44	26	64	46	42
69	16	30	76	87	43	27	24	20	22
27	15	73	62	56	81	54	42	65	29
90	6	82	2	45	20	44	56	39	28
18	55	81	15	95	78	74	69	88	19
1	62	35	12	78	42	24	86	92	32
6	26	28	22	50	7	69	78	3	55
45	32	63	48	74	23	28	84	74	54
89	92	56	6	92	33	17	5	58	10
51	57	75	42	16	46	24	83	20	35
65	53	71	45	25	16	22	40	19	54
14	79	13	31	53	87	19	55	96	74
10	65	48	57	15	88	15	12	96	59
84	37	58	63	37	98	59	82	15	9
46	24	58	54	21	5	56	61	28	62
23	100	29	86	73	91	93	40	73	11
5	50	92	51	90	41	87	33	86	79
48	56	46	100	39	56	27	63	20	92
62	27	98	76	41	13	86	89	41	77
89	43	70	100	90	65	69	13	95	33
15	19	40	11	54	71	8	100	62	95
69	40	67	48	35	74	98	15	22	39
87	45	73	95	64	88	51	32	25	24
65	47	69	77	48	69	62	59	40	53
77	17	17	75	42	41	18	61	22	44
8	14	94	58	21	67	20	76	87	31
5	61	11	2	12	38	45	2	15	32
37	44	63	46	64	29	67	52	42	97
14	57	52	97	89	87	78	44	4	90
38	75	89	30	20	11	95	67	74	43
92	92	50	19	50	96	47	45	21	40
35	60	81	93	4	59	69	82	11	66
94	85	24	52	89	26	24	22	12	62
48	14	71	88	70	54	95	52	33	18
41	70	88	65	24	59	37	66	92	90
27	77	17	46	93	17	86	10	80	40
58	15	75	84	62	1	77	15	43	19
14	11	7	17	86	26	60	52	97	48
38	91	60	52	2	29	36	14	32	54
53	93	90	45	36	59	2	32	46	27
27	8	97	47	7	47	47	83	87	43
65	34	3	57	15	35	51	18	51	67
91	96	61	34	97	35	68	61	17	45
19	46	46	9	60	96	77	14	5	92
19	16	78	76	26	48	16	65	60	54
36	62	41	70	8	75	33	13	27	35
89	71	95	69	90	64	39	72	6	6
50	81	57	92	35	24	7	37	19	41
30	41	9	31	21	68	54	99	52	33
8	36	64	39	3	42	75	8	72	85
6	51	74	9	94	30	23	85	55	55
27	43	5	20	6	32	91	39	57	98
6	90	98	11	82	14	4	37	64	77
40	74	59	27	6	26	31	10	18	54
51	11	90	85	32	33	82	75	61	39
66	55	31	53	51	79	76	86	20	58
93	79	18	78	94	91	92	36	42	38
66	98	28	17	29	72	1	12	72	83
19	93	90	64	93	56	93	6	59	6
59	75	94	3	91	28	53	20	31	23
37	66	31	77	17	1	8	10	40	79
47	49	66	17	44	49	47	19	18	26
97	77	23	10	39	28	30	87	17	98
49	78	76	84	60	90	73	44	90	85
24	4	80	40	85	67	53	90	5	78
18	56	95	85	78	55	12	11	2	59
99	18	51	97	72	29	83	20	63	36
50	94	12	78	14	50	91	64	53	96
73	75	63	50	48	16	96	18	88	64
50	4	71	29	39	89	33	57	3	54
17	23	28	3	79	72	55	86	24	15
91	46	93	47	100	92	1	5	92	83
97	20	98	21	41	53	4	41	26	24
64	33	12	46	6	55	1	91	9	88
68	46	58	82	36	24	86	49	66	32
25	59	45	38	90	81	5	22	53	61
73	64	42	7	51	32	99	94	37	17
50	72	61	21	86	91	35	80	48	3
53	66	78	33	54	10	34	50	65	47
63	51	42	5	33	84	33	18	78	85
34	59	60	15	91	72	99	18	7	63
42	11	59	31	58	34	47	77	73	23
90	42	55	4	63	17	63	11	44	92
62	4	50	87	98	70	79	12	55	12
87	16	72	83	73	99	59	8	6	25
5	44	76	12	84	68	89	81	83	79
81	3	62	93	35	50	55	98	78	100
70	12	76	97	38	51	32	86	6	22
89	81	37	98	85	48	98	9	48	26
71	80	81	28	44	67	86	93	42	32
46	71	60	79	21	96	3	26	41	83
52	12	33	60	8	41	84	67	4	3
16	34	78	85	99	43	87	97	45	73
28	22	14	87	96	22	48	20	71	50
35	15	67	97	98	38	68	71	70	72
36	87	96	25	16	29	59	39	31	29
59	3	27	31	19	14	40	59	78	82
50	2	97	40	87	70	26	71	80	18
80	31	50	66	81	78	11	74	61	58
42	70	50	86	41	65	9	61	41	71
6	92	75	9	99	51	59	1	36	85
3	9	100	82	42	36	39	69	10	97
82	57	18	39	57	24	81	35	51	93
51	4	73	15	81	57	52	73	89	53
83	15	22	12	65	56	88	30	14	23
25	14	93	100	91	10	17	23	43	4
22	44	40	71	6	23	87	9	20	91
74	92	9	40	35	2	86	74	64	93
50	96	74	12	21	38	61	29	39	5
10	23	17	66	86	25	38	83	26	29
16	47	54	13	48	57	12	42	21	76
10	6	99	65	50	73	88	12	18	35
89	52	88	94	25	54	91	77	69	30
34	8	51	61	90	63	84	87	71	6
4	53	8	6	97	84	13	24	70	85
11	82	43	20	33	57	86	6	41	42
63	56	86	7	82	66	71	63	33	85
17	59	15	99	34	63	50	12	7	7
69	28	29	80	59	72	92	12	25	52
37	99	96	59	92	92	74	44	60	41
39	3	21	43	31	79	71	33	70	79
33	19	1	9	92	83	1	51	36	28
84	14	93	78	75	58	21	21	9	8
86	42	18	60	4	50	66	84	7	74
7	30	31	16	84	21	59	78	48	20
60	78	14	94	77	65	20	22	3	47
58	4	93	66	9	4	66	12	7	7
67	61	30	25	32	45	42	67	66	68
1	79	76	88	68	63	65	79	95	41
28	65	89	48	7	82	17	62	8	4
24	28	36	46	49	64	63	42	41	32
54	64	55	33	50	32	10	60	90	73
2	33	71	11	93	15	29	37	7	59
21	77	55	72	19	94	8	100	39	16
71	83	53	91	79	4	84	56	12	87
68	79	72	55	44	5	47	61	36	81
2	40	72	90	88	64	22	21	96	74
67	51	50	76	77	59	35	7	74	24
41	12	91	77	41	47	67	15	72	92
14	76	49	77	39	98	12	94	38	95
77	20	8	79	67	56	55	19	67	68
20	73	10	12	81	99	92	4	62	63
100	33	20	98	18	77	52	15	41	39
3	52	57	84	52	38	43	5	15	1
67	7	42	78	71	79	39	4	93	80
98	56	14	51	62	84	60	88	92	41
67	52	22	51	71	40	60	36	96	38
32	63	61	3	74	73	32	23	38	97
32	48	7	80	28	55	13	30	77	55
48	24	70	58	63	81	94	68	35	53
34	40	48	69	41	67	60	3	96	39
10	52	92	71	73	63	74	92	92	37
35	26	26	87	15	15	56	55	49	94
89	50	77	17	46	12	84	19	54	2
74	17	34	98	25	99	76	63	99	3
69	25	39	53	96	64	52	53	29	49
73	45	46	84	48	53	95	1	50	24
32	1	25	94	15	46	76	60	28	49
86	42	77	13	82	79	10	17	3	4
18	60	3	37	82	62	93	70	59	66
68	85	41	68	82	35	31	61	62	81
8	2	63	57	22	75	79	79	14	63
71	9	54	14	37	70	22	24	36	43
43	91	71	45	14	2	91	26	24	78
22	83	88	33	67	79	97	78	49	90
7	51	19	50	2	37	70	61	15	11
18	48	61	100	9	9	79	48	80	61
91	46	36	23	21	23	90	9	86	21
68	81	41	68	15	86	30	18	66	68
54	43	20	29	76	78	67	99	50	85
62	27	29	32	40	98	70	4	74	68
60	49	77	14	65	12	56	43	71	14
1	29	86	83	41	5	58	42	12	51
13	42	82	26	58	61	29	22	18	51
31	94	47	28	28	32	3	50	2	31
35	97	50	10	44	62	59	76	19	45
73	17	81	33	21	96	35	9	67	57
89	31	59	67	21	72	81	99	90	36
44	7	83	22	42	27	86	87	49	66
11	13	78	46	96	92	27	88	1	10
44	89	82	65	83	74	11	57	40	86
35	76	16	41	93	92	99	95	74	79
17	47	100	45	37	46	58	4	40	70
7	46	89	40	3	83	21	20	100	73
94	82	70	44	35	59	10	72	64	7
66	71	2	78	47	99	33	34	54	63
42	2	27	88	27	79	81	62	87	75
23	97	43	49	39	59	26	31	25	21
39	43	40	36	56	77	39	8	64	12
19	92	77	30	85	47	43	100	11	74
38	33	26	88	34	35	99	80	94	68
1	60	89	56	59	40	96	32	99	15
20	37	71	41	31	92	45	84	31	16
24	72	2	56	16	22	67	13	22	34
56	44	42	88	14	83	32	52	26	48
43	59	28	23	85	26	8	46	21	37
